subject_id,tic_id,img_id
"99423674","317863971","832481ae-4913-4190-92f7-c0457f4117fc"
"99423904","259861831","ed297324-39e1-4b7c-8fbf-2c35f95bc97e"
"99424213","290714960","40cd1139-380a-4f0e-bc3b-864b9210b157"
"99424608","3816260","bf202e02-62b3-4cda-a913-e0e07a727c55"
"99424676","266958963","38429427-695f-4bfb-9ed9-d09a063e8ab0"
"99424892","259126549","6c6fd9f8-d92e-4162-938a-f4f7ca7559b2"
"99425049","304968469","74372773-943d-4f65-ba44-a5a8409e4201"
"99425453","7722489","87e11026-c445-4b2b-8942-83a4fb46bb12"
"99425695","250119205","d5971f9b-b6e4-4cb0-bd9a-ae7e3abc4c17"
"99426162","156846286","0c703692-6fd5-4f54-8f4a-bb1c3b77929b"
"99426394","260056937","837a31cf-a5b2-4291-86c1-01021139b008"
"99426726","219469945","925cf04d-f0fc-4a08-9a28-e7058fbddfd8"
"99426805","104909909","cd0c842b-5b87-409d-bec1-6eccea1b4e58"
"99426887","309334280","88cef243-c3d5-413c-8b86-900eaddf0277"
"99427046","99875938","e6a2b233-5c7e-45e8-b4cb-493c1c2b88d7"
"99427302","274182408","03fc3951-16ea-49a6-8afb-0101bd66b319"
"99427464","79062805","9572c0a5-283e-4993-bf7b-bbd3b64dbf0e"
"99427780","83608134","a7459ed8-5b5a-475e-93e0-740a2efe88de"
"99427937","258923466","9cb89d09-09cc-4538-89c3-b6a552c74177"
"99428033","59453672","1b36bc54-b50e-40e0-bb28-e8f30aaf228a"
"99428453","231803612","2e10ad72-33ca-4fdf-954c-4b64910d1cd9"
"99428911","271186951","b29653c8-9b5a-4420-95c5-21c87cef4a52"
"99428953","280794372","21b3bfb9-3ab1-49f2-8f3a-f20ef09b3a8a"
"99429090","80914862","93208654-6b56-43f5-8a6c-08f77ff114a3"
"99429127","81075726","c81c851f-8baf-4788-8883-6c4828df0c6e"
"99429382","220422456","eda631b1-2a92-4cfd-a5be-862c5d8aec1f"
"99429991","48677841","0d2e232a-e7da-491e-b5c9-be489f94ea4e"
"99430038","52856877","94a3d678-371f-46cd-a8b0-aed390e3103e"
